# Wordlist

# DATA
ID	CHECK_SEGMENTS	CLUSTERFORMAT	CLUSTERID	CONCEPT	CONCEPT_KEY	DOCULECT	IPA	MORPHEMES	OB_ATTESTED	OLD_BURMESE	ORIGINAL_CONCEPT	ORIGINAL_ENTRY	ORIGINAL_TAXNAME	PCOGSETS	PROSTRING	TOKENS	METAGLOSS
2855	! @nh36	0 0 0 0 0 0 0 17 0 0 0 0 0 0 1 0	467	the year before last year	1368	Lashi	ʃe̱i³³nə̱k⁵⁵	ʃ e̱ i ³³ + n ə̱ k ⁵⁵	?	?	year before last	ʃe̱i³³ nə̱k⁵⁵  | 0780.33	Leqi (Luxi) TBL	17 1	CVTCVcT	ʃ e̱i ³³ ◦ n ə̱ k ⁵⁵	the year
#
837	! @nh36	0 1 0 0 0 8 0 0 0	159	there	1895	Achang_Longchuan	the⁵⁵thɔʔ⁵⁵	tʰ e ⁵⁵ + tʰ ɔ ʔ ⁵⁵	?	?	that side / there dem	the⁵⁵ thɔʔ⁵⁵  | 0951.28	Achang (Longchuan) TBL	1 8	CVTCVcT	th e ⁵⁵ ◦ th ɔ ʔ ⁵⁵	that
838	! @nh36	0 1 0 0 6 0 0 0 0	159	there	1895	Xiandao	thɛ⁵⁵pa³¹	tʰ ɛ ⁵⁵ + p a ³¹	?	?	that side / there dem	thɛ⁵⁵ pa³¹  | 0951.29	Achang (Xiandao) TBL	1 6	CVTCVT	th ɛ ⁵⁵ ◦ p a ³¹	that
839	! @nh36	0 0 0 0 0 0 2 7 0	159	there	1895	Atsi	xje⁵¹ma⁵⁵	x j e ⁵¹ + m a ⁵⁵	?	?	that side / there dem	xje⁵¹ ma⁵⁵  | 0951.30	Atsi [Zaiwa] TBL	2 7	CCVTCVT	x j e ⁵¹ ◦ m a ⁵⁵	that
840	! @nh36	0 1 0 0 0 0 2 0 0	159	there	1895	Bola	thɔ̆i⁵⁵khja⁵⁵	tʰ ɔ̆ i ⁵⁵ + kʰ j a ⁵⁵	?	?	that side / there dem	thɔ̆i⁵⁵ khja⁵⁵  | 0951.32	Bola (Luxi) TBL	1 2	CVTCCVT	th ɔ̆i ⁵⁵ ◦ kh j a ⁵⁵	that
841	! @nh36	0 1 0 0 0 0 2 0 0	159	there	1895	Maru	thø⁵⁵khjɔ³¹	tʰ ø ⁵⁵ + kʰ j ɔ ³¹	?	?	that side / there dem	thø⁵⁵ khjɔ³¹  | 0951.31	Langsu (Luxi) TBL	1 2	CVTCCVT	th ø ⁵⁵ ◦ kh j ɔ ³¹	that
842	! @nh36	0 1 0 0 6 0 0 0 0	159	there	1895	Lashi	thə³³phjaŋ⁵⁵	tʰ ə ³³ + pʰ j a ŋ ⁵⁵	?	?	that side / there dem	thə³³ phjaŋ⁵⁵  | 0951.33	Leqi (Luxi) TBL	1 6	CVTCCVcT	th ə ³³ ◦ ph j a ŋ ⁵⁵	that
2856	! @nh36	0 0 0 1 0 0 0 0 0 2	470	there	1897	Achang_Longchuan	the⁵⁵thɔʔ⁵⁵	tʰ e ⁵⁵ + tʰ ɔ ʔ ⁵⁵	?	?	that side / there dem	the⁵⁵ thɔʔ⁵⁵  | 0951.28	Achang (Longchuan) TBL	1 2	CVTCVcT	th e ⁵⁵ ◦ th ɔ ʔ ⁵⁵	there
2857	! @nh36	0 0 0 1 0 0 4 0 0 0	470	there	1897	Xiandao	thɛ⁵⁵pa³¹	tʰ ɛ ⁵⁵ + p a ³¹	?	?	that side / there dem	thɛ⁵⁵ pa³¹  | 0951.29	Achang (Xiandao) TBL	1 4	CVTCVT	th ɛ ⁵⁵ ◦ p a ³¹	there
2858	! @nh36	5 0 0 0 0 0 0 0 3 0	470	there	1897	Atsi	xje⁵¹ma⁵⁵	x j e ⁵¹ + m a ⁵⁵	?	?	that side / there dem	xje⁵¹ ma⁵⁵  | 0951.30	Atsi [Zaiwa] TBL	5 3	CCVTCVT	x j e ⁵¹ ◦ m a ⁵⁵	there
2859	! @nh36	0 0 0 1 6 0 0 0 0 0	470	there	1897	Bola	thɔ̆i⁵⁵khja⁵⁵	tʰ ɔ̆ i ⁵⁵ + kʰ j a ⁵⁵	?	?	that side / there dem	thɔ̆i⁵⁵ khja⁵⁵  | 0951.32	Bola (Luxi) TBL	1 6	CVTCCVT	th ɔ̆i ⁵⁵ ◦ kh j a ⁵⁵	there
2860	! @nh36	0 0 0 1 6 0 0 0 0 0	470	there	1897	Maru	thø⁵⁵khjɔ³¹	tʰ ø ⁵⁵ + kʰ j ɔ ³¹	?	?	that side / there dem	thø⁵⁵ khjɔ³¹  | 0951.31	Langsu (Luxi) TBL	1 6	CVTCCVT	th ø ⁵⁵ ◦ kh j ɔ ³¹	there
2861	! @nh36	0 0 0 1 0 7 0 0 0 0	470	there	1897	Lashi	thə³³phjaŋ⁵⁵	tʰ ə ³³ + pʰ j a ŋ ⁵⁵	?	?	that side / there dem	thə³³ phjaŋ⁵⁵  | 0951.33	Leqi (Luxi) TBL	1 7	CVTCCVcT	th ə ³³ ◦ ph j a ŋ ⁵⁵	there
2862	! @nh36	5 2 0 0 0 0 0 0 0 0	470	there	1897	Achang_Lianghe	xɑu⁵⁵thɑʔ⁵⁵	x ɑ u ⁵⁵ + tʰ ɑ ʔ ⁵⁵	?	?	there	xɑu⁵⁵ thɑʔ⁵⁵  | 591.48	Achang (Lianghe) JZ-Achang	5 2	CVTCVcT	x ɑu ⁵⁵ ◦ th ɑ ʔ ⁵⁵	there
2863	! @nh36	0 0 0 1 0 0 0 0 0 2	470	there	1897	Achang_Longchuan	the⁵⁵thʔ⁵⁵	?	?	?	there	the⁵⁵ thʔ⁵⁵  | 984.41	Achang (Longchuan) ZMYYC	1 2	CVTccT	th e ⁵⁵ th ʔ ⁵⁵	there
2864	! @nh36	5 0 8 0 0 0 0 0 0 0	470	there	1897	Achang_Luxi	xau⁵⁵tuaŋ⁵⁵	x a u ⁵⁵ + t u a ŋ ⁵⁵	?	?	there	xau⁵⁵ tuaŋ⁵⁵  | 0961.29	Achang (Luxi) JZ-Achang	5 8	CVTCVcT	x au ⁵⁵ ◦ t ua ŋ ⁵⁵	there
2865	! @nh36	5 0 0 0 0 0 0 0 3 0	470	there	1897	Atsi	xje⁵¹ma⁵⁵	x j e ⁵¹ + m a ⁵⁵	?	?	there	xje⁵¹ ma⁵⁵  | 984.42	Atsi [Zaiwa] ZMYYC	5 3	CCVTCVT	x j e ⁵¹ ◦ m a ⁵⁵	there
2866	! @nh36	0 0 0 1 0 0 0 9 0 0	470	there	1897	Burmese_ZMYYC	tho² tvaṅ²	h t o ² + t w ɑ ŋ ²	?	?	there	hto² twɑŋ²  | 984.39	Burmese (Written) ZMYYC	1 9	CVT_CCVcT	th o ² ◦ t v a ṅ ²	there
2867	! @nh36	5 0 0 0 0 0 0 0 3 0	470	there	1897	Maru	thø³¹mɛ³¹	tʰ ø ³¹ + m ɛ ³¹	?	?	there	thø³¹ mɛ³¹  | 984.43	Maru [Langsu] ZMYYC	5 3	CVTCVT	th ø ³¹ ◦ m ɛ ³¹	there
2868	! @nh36	0 0 0 1 0 0 0 0 0 2	470	there	1897	Achang_Longchuan	the⁵⁵thɔʔ⁵⁵	tʰ e ⁵⁵ + tʰ ɔ ʔ ⁵⁵	?	?	there dem	the⁵⁵ thɔʔ⁵⁵  | 0950.28	Achang (Longchuan) TBL	1 2	CVTCVcT	th e ⁵⁵ ◦ th ɔ ʔ ⁵⁵	there
2869	! @nh36	0 0 0 1 0 0 0 0 0 2	470	there	1897	Xiandao	thɛ⁵⁵thɔʔ⁵⁵	tʰ ɛ ⁵⁵ + tʰ ɔ ʔ ⁵⁵	?	?	there dem	thɛ⁵⁵ thɔʔ⁵⁵  | 0950.29	Achang (Xiandao) TBL	1 2	CVTCVcT	th ɛ ⁵⁵ ◦ th ɔ ʔ ⁵⁵	there
2870	! @nh36	5 0 0 0 0 0 0 0 3 0	470	there	1897	Atsi	xje⁵¹ma⁵⁵	x j e ⁵¹ + m a ⁵⁵	?	?	there dem	xje⁵¹ ma⁵⁵  | 0950.30	Atsi [Zaiwa] TBL	5 3	CCVTCVT	x j e ⁵¹ ◦ m a ⁵⁵	there
2871	! @nh36	0 0 0 1 0 0 0 0 3 0	470	there	1897	Bola	thɔ̆i⁵⁵mɛ̃⁵⁵	tʰ ɔ̆ i ⁵⁵ + m ɛ̃ ⁵⁵	?	?	there dem	thɔ̆i⁵⁵ mɛ̃⁵⁵  | 0950.32	Bola (Luxi) TBL	1 3	CVTCVVT	th ɔ̆i ⁵⁵ ◦ m ɛ̃ ∼ ⁵⁵	there
2872	! @nh36	0 0 0 1 0 0 0 0 3 0	470	there	1897	Maru	thø⁵⁵mɛ³¹	tʰ ø ⁵⁵ + m ɛ ³¹	?	?	there dem	thø⁵⁵ mɛ³¹  | 0950.31	Langsu (Luxi) TBL	1 3	CVTCVT	th ø ⁵⁵ ◦ m ɛ ³¹	there
2873	! @nh36	0 0 0 1 0 0 0 0 3 0	470	there	1897	Lashi	thə³³mo³³	tʰ ə ³³ + m o ³³	?	?	there dem	thə³³ mo³³  | 0950.33	Leqi (Luxi) TBL	1 3	CVTCVT	th ə ³³ ◦ m o ³³	there
#
2874	! @nh36	10	471	there is	1897	Achang_Longchuan	pɔ⁵⁵	p ɔ ⁵⁵	?	?	there is (water in the bowl) v.	pɔ⁵⁵  | 1768.28	Achang (Longchuan) TBL	10	CVT	p ɔ ⁵⁵	there
2875	! @nh36	10	471	there is	1897	Xiandao	pɔ³¹	p ɔ ³¹	?	?	there is (water in the bowl) v.	pɔ³¹  | 1768.29	Achang (Xiandao) TBL	10	CVT	p ɔ ³¹	there
2876	! @nh36	10	471	there is	1897	Atsi	po⁵¹	p o ⁵¹	?	?	there is (water in the bowl) v.	po⁵¹  | 1768.30	Atsi [Zaiwa] TBL	10	CVT	p o ⁵¹	there
2877	! @nh36	10	471	there is	1897	Bola	pa⁵⁵	p a ⁵⁵	?	?	there is (water in the bowl) v.	pa⁵⁵  | 1768.32	Bola (Luxi) TBL	10	CVT	p a ⁵⁵	there
2878	! @nh36	10	471	there is	1897	Maru	pɔ³¹	p ɔ ³¹	?	?	there is (water in the bowl) v.	pɔ³¹  | 1768.31	Langsu (Luxi) TBL	10	CVT	p ɔ ³¹	there
2879	! @nh36	10	471	there is	1897	Lashi	pɔː³¹	p ɔː ³¹	?	?	there is (water in the bowl) v.	pɔː³¹  | 1768.33	Leqi (Luxi) TBL	10	CVT	p ɔː ³¹	there
#
2880	! @nh36	5 0 0 0 0 6 0 0	472	they	179	Achang_Lianghe	ʂɿ³¹tuŋ⁵⁵	ʂ ɿ ³¹ + t u ŋ ⁵⁵	?	?	they	ʂɿ³¹ tuŋ⁵⁵  | 587.44	Achang (Lianghe) JZ-Achang	5 6	CVTCVcT	ʂ ɿ ³¹ ◦ t u ŋ ⁵⁵	they
2881	! @nh36	0 3 0 0 0 0 2 0	472	they	179	Achang_Longchuan	ȵ̥aŋ³¹tuʔ³¹	ȵ̥ a ŋ ³¹ + t u ʔ ³¹	?	?	they	ȵ̥aŋ³¹ tuʔ³¹  | 978.41	Achang (Longchuan) ZMYYC	3 2	CVcTCVcT	ȵ̥ a ŋ ³¹ ◦ t u ʔ ³¹	they
2882	! @nh36	5 0 0 0 0 6 0 0	472	they	179	Achang_Luxi	sɔŋ⁵¹tɔŋ⁵¹	s ɔ ŋ ⁵¹ + t ɔ ŋ ⁵¹	?	?	they	sɔŋ⁵¹ tɔŋ⁵¹  | 0053.20	Achang (Luxi) JZ-Achang	5 6	CVcTCVcT	s ɔ ŋ ⁵¹ ◦ t ɔ ŋ ⁵¹	they
2883	! @nh36	0 3 0 0 4 0 0 0	472	they	179	Atsi	ja̱ŋ⁵⁵moʔ⁵⁵	j a̱ ŋ ⁵⁵ + m o ʔ ⁵⁵	?	?	they	ja̱ŋ⁵⁵ moʔ⁵⁵  | 978.42	Atsi [Zaiwa] ZMYYC	3 4	CVcTCVcT	j a̱ ŋ ⁵⁵ ◦ m o ʔ ⁵⁵	they
2884	! @nh36	0 0 0 0 0 0 2 7	472	they	179	Burmese_ZMYYC	su²to¹	tʰ u ² + t o ¹	?	?	they	thu² to¹  | 978.39	Burmese (Written) ZMYYC	2 7	CVTCVT	s u ² ◦ t o ¹	they
2885	! @nh36	0 3 1 0 0 0 0 0	472	they	179	Maru	jɔ̃³⁵na̱uŋ⁵⁵	j ɔ̃ ³⁵ + n a̱ u ŋ ⁵⁵	?	?	they	jɔ̃³⁵ na̱uŋ⁵⁵  | 978.43	Maru [Langsu] ZMYYC	3 1	CVVTCVcT	j ɔ̃ ∼ ³⁵ ◦ n a̱u ŋ ⁵⁵	they
2886	! @nh36	0 0 1 0 0 0 2 0	472	they	179	Achang_Longchuan	ȵ̥aŋ³¹tuʔ³¹	ȵ̥ a ŋ ³¹ + t u ʔ ³¹	?	?	they pron	ȵ̥aŋ³¹ tuʔ³¹  | 0936.28	Achang (Longchuan) TBL	1 2	CVcTCVcT	ȵ̥ a ŋ ³¹ ◦ t u ʔ ³¹	they
2887	! @nh36	0 0 1 0 0 0 2 0	472	they	179	Xiandao	ŋ̊aŋ³¹tu³⁵	ŋ̊ a ŋ ³¹ + t u ³⁵	?	?	they pron	ŋ̊aŋ³¹ tu³⁵  | 0936.29	Achang (Xiandao) TBL	1 2	CVcTCVT	ŋ̊ a ŋ ³¹ ◦ t u ³⁵	they
2888	! @nh36	0 3 0 0 4 0 0 0	472	they	179	Atsi	ja̱ŋ⁵⁵moʔ⁵⁵	j a̱ ŋ ⁵⁵ + m o ʔ ⁵⁵	?	?	they pron	ja̱ŋ⁵⁵ moʔ⁵⁵  | 0936.30	Atsi [Zaiwa] TBL	3 4	CVcTCVcT	j a̱ ŋ ⁵⁵ ◦ m o ʔ ⁵⁵	they
2889	! @nh36	0 3 0 0 4 0 0 0	472	they	179	Bola	jɔ̃³¹maʔ³¹	j ɔ̃ ³¹ + m a ʔ ³¹	?	?	they pron	jɔ̃³¹ maʔ³¹  | 0936.32	Bola (Luxi) TBL	3 4	CVVTCVcT	j ɔ̃ ∼ ³¹ ◦ m a ʔ ³¹	they
2890	! @nh36	0 3 1 0 0 0 0 0	472	they	179	Maru	jɔ̃³⁵na̱uŋ⁵⁵	j ɔ̃ ³⁵ + n a̱ u ŋ ⁵⁵	?	?	they pron	jɔ̃³⁵ na̱uŋ⁵⁵  | 0936.31	Langsu (Luxi) TBL	3 1	CVVTCVcT	j ɔ̃ ∼ ³⁵ ◦ n a̱u ŋ ⁵⁵	they
2891	! @nh36	0 3 1 0 0 0 0 0	472	they	179	Lashi	ŋja³³nuŋ³³	ŋ j a ³³ + n u ŋ ³³	?	?	they pron	ŋja³³ nuŋ³³  | 0936.33	Leqi (Luxi) TBL	3 1	CCVTCVcT	ŋ j a ³³ ◦ n u ŋ ³³	they
#
2892	! @nh36	0 0 1 8 0 0 0 0	472	they two	179	Achang_Longchuan	ȵ̥aŋ³¹n̥ək⁵⁵	ȵ̥ a ŋ ³¹ + n̥ ə k ⁵⁵	?	?	they two	ȵ̥aŋ³¹ n̥ək⁵⁵  | 977.41	Achang (Longchuan) ZMYYC	1 8	CVcTCVcT	ȵ̥ a ŋ ³¹ ◦ n̥ ə k ⁵⁵	they
2893	! @nh36	0 3 0 8 0 0 0 0	472	they two	179	Atsi	ja̱ŋ⁵⁵ni̱k⁵⁵	j a̱ ŋ ⁵⁵ + n i̱ k ⁵⁵	?	?	they two	ja̱ŋ⁵⁵ ni̱k⁵⁵  | 977.42	Atsi [Zaiwa] ZMYYC	3 8	CVcTCVcT	j a̱ ŋ ⁵⁵ ◦ n i̱ k ⁵⁵	they
2894	! @nh36	0 3 0 8 0 0 0 0	472	they two	179	Maru	jɔ̃³⁵na̱k⁵⁵	j ɔ̃ ³⁵ + n a̱ k ⁵⁵	?	?	they two	jɔ̃³⁵ na̱k⁵⁵  | 977.43	Maru [Langsu] ZMYYC	3 8	CVVTCVcT	j ɔ̃ ∼ ³⁵ ◦ n a̱ k ⁵⁵	they
2895	! @nh36	0 0 1 8 0 0 0 0	472	they two	179	Achang_Longchuan	ȵ̥aŋ³¹n̥ək⁵⁵	ȵ̥ a ŋ ³¹ + n̥ ə k ⁵⁵	?	?	they two pron	ȵ̥aŋ³¹ n̥ək⁵⁵  | 0935.28	Achang (Longchuan) TBL	1 8	CVcTCVcT	ȵ̥ a ŋ ³¹ ◦ n̥ ə k ⁵⁵	they
2896	1 @lingulist, 0 @nh36	0 0 1 8 0 0 0 0	472	they two	179	Xiandao	ɲ̊aŋ³¹n̥ɣk³⁵	?	?	?	they two pron	ɲ̊aŋ³¹ n̥ɣk³⁵  | 0935.29	Achang (Xiandao) TBL	1 8	CVcTcccT	ɲ̊ a ŋ ³¹ ◦ n̥ ɣ k ³⁵	they
2897	! @nh36	0 3 0 8 0 0 0 0	472	they two	179	Atsi	ja̱ŋ⁵⁵ni̱k⁵⁵	j a̱ ŋ ⁵⁵ + n i̱ k ⁵⁵	?	?	they two pron	ja̱ŋ⁵⁵ ni̱k⁵⁵  | 0935.30	Atsi [Zaiwa] TBL	3 8	CVcTCVcT	j a̱ ŋ ⁵⁵ ◦ n i̱ k ⁵⁵	they
2898	! @nh36	0 3 0 0 0 6 0 0	472	they two	179	Bola	jɔ̃³¹tɔ̱̃⁵⁵	j ɔ̃ ³¹ + t ɔ̱̃ ⁵⁵	?	?	they two pron	jɔ̃³¹ tɔ̱̃⁵⁵  | 0935.32	Bola (Luxi) TBL	3 6	CVVTCVVT	j ɔ̃ ∼ ³¹ ◦ t ɔ̱̃ ∼ ⁵⁵	they
2899	! @nh36	0 3 0 8 0 0 0 0	472	they two	179	Maru	jɔ̃³⁵na̱k⁵⁵	j ɔ̃ ³⁵ + n a̱ k ⁵⁵	?	?	they two pron	jɔ̃³⁵ na̱k⁵⁵  | 0935.31	Langsu (Luxi) TBL	3 8	CVVTCVcT	j ɔ̃ ∼ ³⁵ ◦ n a̱ k ⁵⁵	they
2900	! @nh36	0 3 0 0 0 6 0 0	472	they two	179	Lashi	ŋjaŋ³³ta̱ŋ³³	ŋ j a ŋ ³³ + t a̱ ŋ ³³	?	?	they two pron	ŋjaŋ³³ ta̱ŋ³³  | 0935.33	Leqi (Luxi) TBL	3 6	CCVcTCVcT	ŋ j a ŋ ³³ ◦ t a̱ ŋ ³³	they
4551	! @nh36	0 4 3 0 0	856	they two	1270	Achang_Longchuan	ȵ̥aŋ³¹n̥ək⁵⁵	ȵ̥ a ŋ ³¹ + n̥ ə k ⁵⁵	?	?	they two	ȵ̥aŋ³¹ n̥ək⁵⁵  | 977.41	Achang (Longchuan) ZMYYC	4 3	CVcTCVcT	ȵ̥ a ŋ ³¹ ◦ n̥ ə k ⁵⁵	two
4552	! @nh36	5 0 3 0 0	856	they two	1270	Atsi	ja̱ŋ⁵⁵ni̱k⁵⁵	j a̱ ŋ ⁵⁵ + n i̱ k ⁵⁵	?	?	they two	ja̱ŋ⁵⁵ ni̱k⁵⁵  | 977.42	Atsi [Zaiwa] ZMYYC	5 3	CVcTCVcT	j a̱ ŋ ⁵⁵ ◦ n i̱ k ⁵⁵	two
4553	! @nh36	5 0 3 0 0	856	they two	1270	Maru	jɔ̃³⁵na̱k⁵⁵	j ɔ̃ ³⁵ + n a̱ k ⁵⁵	?	?	they two	jɔ̃³⁵ na̱k⁵⁵  | 977.43	Maru [Langsu] ZMYYC	5 3	CVVTCVcT	j ɔ̃ ∼ ³⁵ ◦ n a̱ k ⁵⁵	two
4554	! @nh36	0 4 3 0 0	856	they two	1270	Achang_Longchuan	ȵ̥aŋ³¹n̥ək⁵⁵	ȵ̥ a ŋ ³¹ + n̥ ə k ⁵⁵	?	?	they two pron	ȵ̥aŋ³¹ n̥ək⁵⁵  | 0935.28	Achang (Longchuan) TBL	4 3	CVcTCVcT	ȵ̥ a ŋ ³¹ ◦ n̥ ə k ⁵⁵	two
4555	! @nh36	0 4 3 0 0	856	they two	1270	Xiandao	ɲ̊aŋ³¹n̥ɣk³⁵	?	?	?	they two pron	ɲ̊aŋ³¹ n̥ɣk³⁵  | 0935.29	Achang (Xiandao) TBL	4 3	CVcTcccT	ɲ̊ a ŋ ³¹ n̥ ɣ k ³⁵	two
4556	! @nh36	5 0 3 0 0	856	they two	1270	Atsi	ja̱ŋ⁵⁵ni̱k⁵⁵	j a̱ ŋ ⁵⁵ + n i̱ k ⁵⁵	?	?	they two pron	ja̱ŋ⁵⁵ ni̱k⁵⁵  | 0935.30	Atsi [Zaiwa] TBL	5 3	CVcTCVcT	j a̱ ŋ ⁵⁵ ◦ n i̱ k ⁵⁵	two
4557	! @nh36	5 0 0 0 6	856	they two	1270	Bola	jɔ̃³¹tɔ̱̃⁵⁵	j ɔ̃ ³¹ + t ɔ̱̃ ⁵⁵	?	?	they two pron	jɔ̃³¹ tɔ̱̃⁵⁵  | 0935.32	Bola (Luxi) TBL	5 6	CVVTCVVT	j ɔ̃ ∼ ³¹ ◦ t ɔ̱̃ ∼ ⁵⁵	two
4558	! @nh36	5 0 3 0 0	856	they two	1270	Maru	jɔ̃³⁵na̱k⁵⁵	j ɔ̃ ³⁵ + n a̱ k ⁵⁵	?	?	they two pron	jɔ̃³⁵ na̱k⁵⁵  | 0935.31	Langsu (Luxi) TBL	5 3	CVVTCVcT	j ɔ̃ ∼ ³⁵ ◦ n a̱ k ⁵⁵	two
4559	! @nh36	0 0 0 4 6	856	they two	1270	Lashi	ŋjaŋ³³ta̱ŋ³³	ŋ j a ŋ ³³ + t a̱ ŋ ³³	?	?	they two pron	ŋjaŋ³³ ta̱ŋ³³  | 0935.33	Leqi (Luxi) TBL	4 6	CCVcTCVcT	ŋ j a ŋ ³³ ◦ t a̱ ŋ ³³	two
#
2901	! @nh36	1	474	thick	1248	Achang_Lianghe	kɑn³¹	k ɑ n ³¹	?	?	thick	kɑn³¹  | 1715.26	Achang (Lianghe) JZ-Achang	1	CVcT	k ɑ n ³¹	thick
2902	! @nh36	3	475	thick	1248	Achang_Longchuan	n̥ə³¹	n̥ ə ³¹	?	?	thick	n̥ə³¹  | 844.41	Achang (Longchuan) ZMYYC	3	CVT	n̥ ə ³¹	thick
2903	! @nh36	1	474	thick	1248	Achang_Luxi	kan⁵¹	k a n ⁵¹	?	?	thick	kan⁵¹  | 0060.30	Achang (Luxi) JZ-Achang	1	CVcT	k a n ⁵¹	thick
2904	! @nh36	2	473	thick	1248	Atsi	thu⁵¹	tʰ u ⁵¹	?	?	thick	thu⁵¹  | 813.42	Atsi [Zaiwa] ZMYYC	2	CVT	th u ⁵¹	thick
2905	! @nh36	2	473	thick	1248	Burmese_ZMYYC	tup	t u p	?	tup	thick	tup  | 811.39	Burmese (Written) ZMYYC	2	CVc	t u p	thick
2906	! @nh36	2	473	thick	1248	Hpun	thúʔ	tʰ ú ʔ	?	?	thick	thúʔ, thú-ŋ  | 392	Hpun (Northern) EJAH-Hpun	2	CVc	th ú ʔ	thick
2907	! @nh36	4	479	thick	1248	Hpun	thú-ŋ	tʰ ú ŋ	?	?	thick	thúʔ, thú-ŋ  | 392	Hpun (Northern) EJAH-Hpun	4	CVc	th ú ŋ	thick
2908	! @nh36	2	473	thick	1248	Maru	thau³¹	tʰ a u ³¹	?	?	thick	thau³¹  | 813.43	Maru [Langsu] ZMYYC	2	CVT	th au ³¹	thick
2917	! @nh36	1	474	thick	1248	Achang_Longchuan	kan³¹	k a n ³¹	?	?	thick adj	kan³¹  | 0980.28	Achang (Longchuan) TBL	1	CVcT	k a n ³¹	thick
2918	! @nh36	1	474	thick	1248	Xiandao	kan³⁵	k a n ³⁵	?	?	thick adj	kan³⁵  | 0980.29	Achang (Xiandao) TBL	1	CVcT	k a n ³⁵	thick
2919	! @nh36	2	473	thick	1248	Atsi	thu⁵¹	tʰ u ⁵¹	?	?	thick adj	thu⁵¹  | 0980.30	Atsi [Zaiwa] TBL	2	CVT	th u ⁵¹	thick
2920	! @nh36	2	473	thick	1248	Bola	thu⁵⁵	tʰ u ⁵⁵	?	?	thick adj	thu⁵⁵  | 0980.32	Bola (Luxi) TBL	2	CVT	th u ⁵⁵	thick
2921	! @nh36	2	473	thick	1248	Maru	thau³¹	tʰ a u ³¹	?	?	thick adj	thau³¹  | 0980.31	Langsu (Luxi) TBL	2	CVT	th au ³¹	thick
2922	! @nh36	2	473	thick	1248	Lashi	thuː³³	tʰ uː ³³	?	?	thick adj	thuː³³  | 0980.33	Leqi (Luxi) TBL	2	CVT	th uː ³³	thick
#
2909	! @nh36	5	477	thick (diameter)	1248	Achang_Lianghe	kɯ³¹	k ɯ ³¹	?	?	thick (diameter)	kɯ³¹  | 0130.29	Achang (Lianghe) JZ-Achang	5	CVT	k ɯ ³¹	thick
2910	! @nh36	5	477	thick (diameter)	1248	Achang_Luxi	kɯ³¹	k ɯ ³¹	?	?	thick (diameter)	kɯ³¹  | 0130.29	Achang (Luxi) JZ-Achang	5	CVT	k ɯ ³¹	thick
#
2911	! @nh36	6	480	thick (liquid)	1248	Achang_Lianghe	nuŋ³¹	n u ŋ ³¹	?	?	thick (liquid)	nuŋ³¹  | 0262.31	Achang (Lianghe) JZ-Achang	6	CVcT	n u ŋ ³¹	thick
2912	! @nh36	25	481	thick (liquid)	1248	Achang_Luxi	tshəuʔ³¹	tsʰ ə u ʔ ³¹	?	?	thick (liquid)	tshəuʔ³¹  | 1306.08	Achang (Luxi) JZ-Achang	25	CVcT	tsh əu ʔ ³¹	thick
2913	! @nh36	3	475	thick (liquid)	1248	Achang_Longchuan	n̥ə³¹	n̥ ə ³¹	?	?	thick (porridge)	n̥ə³¹  | 1030.28	Achang (Longchuan) TBL	3	CVT	n̥ ə ³¹	thick
2914	! @nh36	7	478	thick (liquid)	1248	Xiandao	kɤt³⁵	k ɤ t ³⁵	?	?	thick (porridge)	kɤt³⁵  | 1030.29	Achang (Xiandao) TBL	7	CVcT	k ɤ t ³⁵	thick
2915	! @nh36	8 8	476	thick (liquid)	1248	Atsi	peʔ²¹peʔ²¹	p e ʔ ²¹ + p e ʔ ²¹	?	?	thick (porridge)	peʔ²¹ peʔ²¹  | 1030.30	Atsi [Zaiwa] TBL	8 8	CVcTCVcT	p e ʔ ²¹ ◦ p e ʔ ²¹	thick
2916	! @nh36	0 8	476	thick (liquid)	1248	Bola	pɛ̱ʔ⁵⁵	p ɛ̱ ʔ ⁵⁵	?	?	thick (porridge)	pɛ̱ʔ⁵⁵  | 1030.32	Bola (Luxi) TBL	8	CVcT	p ɛ̱ ʔ ⁵⁵	thick
#
2929	! @nh36	5	497	thin	1249	Achang_Lianghe	ʂɑŋ³¹	ʂ ɑ ŋ ³¹	?	?	thin	ʂɑŋ³¹  | 489.8	Achang (Lianghe) JZ-Achang	5	CVcT	ʂ ɑ ŋ ³¹	thin
2930	! @nh36	2	483	thin	1249	Achang_Longchuan	kuak⁵⁵	k u a k ⁵⁵	?	?	thin	kuak⁵⁵  | 1026.28	Achang (Longchuan) TBL	2	CVcT	k ua k ⁵⁵	thin
2931	! @nh36	6	491	thin	1249	Achang_Longchuan	ɕam³⁵	ɕ a m ³⁵	?	?	thin	ɕam³⁵  | 814.41	Achang (Longchuan) ZMYYC	6	CVcT	ɕ a m ³⁵	thin
2932	! @nh36	6	491	thin	1249	Achang_Luxi	ʑam⁵¹	ʑ a m ⁵¹	?	?	thin	ʑam⁵¹  | 1419.34	Achang (Luxi) JZ-Achang	6	CVcT	ʑ a m ⁵¹	thin
2933	! @nh36	2	483	thin	1249	Xiandao	kɔk⁵⁵	k ɔ k ⁵⁵	?	?	thin	kɔk⁵⁵  | 1026.29	Achang (Xiandao) TBL	2	CVcT	k ɔ k ⁵⁵	thin
