# Wordlist

# DATA
ID	DOCULECT	CHECK_SEGMENTS	CLUSTERFORMAT	CLUSTERID	CONCEPT	CONCEPT_KEY	IPA	METAGLOSS	MORPHEMES	OB_ATTESTED	OLD_BURMESE	ORIGINAL_CONCEPT	ORIGINAL_ENTRY	ORIGINAL_TAXNAME	PCOGSETS	PROSTRING	TOKENS
1910	Achang_Luxi	! @nh36	4 5	320	the monkey	270	laʔ³¹khaŋ³⁵	the monkey	l a ʔ ³¹ + kʰ a ŋ ³⁵	?	?	monkey 2	laʔ³¹ khaŋ³⁵  | 0710.32	Achang (Luxi) JZ-Achang	4 5	CVcTCVcT	l a ʔ ³¹ ◦ kh a ŋ ³⁵
1903	Atsi	! @nh36	1	319	the monkey	270	mjuʔ²¹	the monkey	m j u ʔ ²¹	?	?	monkey 1	mjuʔ²¹  | 0308.30  | 0763.30	Atsi [Zaiwa] TBL	1	CCVcT	m j u ʔ ²¹
1904	Bola	! @nh36	1	319	the monkey	270	mjauʔ³¹	the monkey	m j a u ʔ ³¹	?	?	monkey 1	mjauʔ³¹  | 0308.32	Bola (Luxi) TBL	1	CCVcT	m j au ʔ ³¹
1905	Burmese_ZMYYC	? @nh36	1	319	the monkey	270	myok	the monkey	m j ɔ k	?	myo₂k	monkey 1	mjɔk  | 128.39	Burmese (Written) ZMYYC	1	CCVc	m y o k
1906	Hpun	! @nh36	2 3	321	the monkey	270	tànzò	the monkey	t à + n z ò	?	?	monkey 1	tànzò  | 41	Hpun (Northern) EJAH-Hpun	2 3	CVcCV	t à n ◦ z ò
1908	Lashi	! @nh36	1	319	the monkey	270	mjuk³¹	the monkey	m j u k ³¹	?	?	monkey 1	mjuk³¹  | 0308.33	Leqi (Luxi) TBL	1	CCVcT	m j u k ³¹
1907	Maru	! @nh36	1	319	the monkey	270	mjauk³¹	the monkey	m j a u k ³¹	?	?	monkey 1	mjauk³¹  | 0308.31	Langsu (Luxi) TBL	1	CCVcT	m j au k ³¹
1902	Xiandao	! @nh36	1	319	the monkey	270	ɲuʔ⁵⁵	the monkey	ɲ u ʔ ⁵⁵	?	?	monkey 1	ɲuʔ⁵⁵  | 0308.29 | 0763.29	Achang (Xiandao) TBL	1	CVcT	ɲ u ʔ ⁵⁵
#
1911	Achang_Lianghe	! @nh36	0 1 2 0 0 0	322	the moon	48	phɑ³¹lɑ³¹	the moon	pʰ ɑ ³¹ + l ɑ ³¹	?	?	moon	phɑ³¹ lɑ³¹  | 130.28	Achang (Lianghe) JZ-Achang	1 2	CVTCVT	ph ɑ ³¹ ◦ l ɑ ³¹
1912	Achang_Longchuan	! @nh36	0 1 2 0 0 0	322	the moon	48	phă³¹lɔʔ³¹	the moon	pʰ ă ³¹ + l ɔ ʔ ³¹	?	?	moon	phă³¹ lɔʔ³¹  | 0004.28	Achang (Longchuan) TBL	1 2	CVTCVcT	ph ă ³¹ ◦ l ɔ ʔ ³¹
1913	Achang_Luxi	! @nh36	0 1 2 0 0 0	322	the moon	48	pau⁵⁵laʔ³¹	the moon	p a u ⁵⁵ + l a ʔ ³¹	?	?	moon	pau⁵⁵ laʔ³¹  | 193.38	Achang (Luxi) JZ-Achang	1 2	CVTCVcT	p au ⁵⁵ ◦ l a ʔ ³¹
1915	Atsi	! @nh36	0 0 2 0 0 3	322	the moon	48	lo̱⁵⁵mo⁵⁵	the moon	l o̱ ⁵⁵ + m o ⁵⁵	?	?	moon	lo̱⁵⁵ mo⁵⁵  | 0004.30	Atsi [Zaiwa] TBL	2 3	CVTCVT	l o̱ ⁵⁵ ◦ m o ⁵⁵
1916	Atsi_B	! @nh36	0 0 2 0 0 3	322	the moon	48	lŏ̱⁵⁵mo⁵⁵	the moon	l ŏ̱ ⁵⁵ + m o ⁵⁵	?	?	moon	lŏ̱⁵⁵ mo⁵⁵  | 3.42	Atsi [Zaiwa] ZMYYC	2 3	CVTCVT	l ŏ̱ ⁵⁵ ◦ m o ⁵⁵
1917	Bola	! @nh36	0 0 2 0 0 3	322	the moon	48	lɛ̱̃³⁵ma³¹	the moon	l ɛ̱̃ ³⁵ + m a ³¹	?	?	moon	lɛ̱̃³⁵ ma³¹  | 0004.32	Bola (Luxi) TBL	2 3	CVVTCVT	l ɛ̱̃ ∼ ³⁵ ◦ m a ³¹
1918	Burmese_ZMYYC	! @nh36	0 0 2 0 0 0	322	the moon	48	laʔ	the moon	l ɑ ¹	?	laʔ	moon	lɑ¹  | 3.39	Burmese (Written) ZMYYC	2	CVc	l a ʔ
1919	Hpun	! @nh36	4 0 2 0 0 0	322	the moon	48	ʃɛ̀làʼ	the moon	ʃ ɛ̀ + l àʼ	?	?	moon	ʃɛ̀làʼ  | T.15	Hpun (Northern) EJAH-Hpun	4 2	CVCVc	ʃ ɛ̀ ◦ l à ʔ
1921	Lashi	! @nh36	0 0 2 0 0 0	322	the moon	48	lo̱⁵³	the moon	l o̱ ⁵³	?	?	moon	lo̱⁵³  | 0004.33	Leqi (Luxi) TBL	2	CVT	l o̱ ⁵³
1920	Maru	! @nh36	0 0 2 0 0 0	322	the moon	48	lɔ̱⁵⁵	the moon	l ɔ̱ ⁵⁵	?	?	moon	lɔ̱⁵⁵  | 0004.31	Langsu (Luxi) TBL	2	CVT	l ɔ̱ ⁵⁵
1914	Xiandao	! @nh36	0 1 2 0 0 0	322	the moon	48	pau⁵⁵l̥ɔ³¹	the moon	p a u ⁵⁵ + l̥ ɔ ³¹	?	?	moon	pau⁵⁵ l̥ɔ³¹  | 0004.29	Achang (Xiandao) TBL	1 2	CVTCVT	p au ⁵⁵ ◦ l̥ ɔ ³¹
#
1924	Achang_Longchuan	! @nh36	0 1 2	323	the mortar (bowl)	595	tɕnam³¹tɔŋ³¹	the mortar (bowl)	tɕ n a m ³¹ + t ɔ ŋ ³¹	?	?	mortar	tɕnam³¹ tɔŋ³¹  | 0627.28	Achang (Longchuan) TBL	1 2	CCVcTCVcT	tɕ n a m ³¹ ◦ t ɔ ŋ ³¹
1925	Achang_Longchuan_B	! @nh36	0 1 2	323	the mortar (bowl)	595	tɕham³¹tɔŋ³¹	the mortar (bowl)	tɕʰ a m ³¹ + t ɔ ŋ ³¹	?	?	mortar	tɕham³¹ tɔŋ³¹  | 436.41	Achang (Longchuan) ZMYYC	1 2	CVcTCVcT	tɕh a m ³¹ ◦ t ɔ ŋ ³¹
1927	Atsi	! @nh36	0 1 0	323	the mortar (bowl)	595	tshum⁵¹	the mortar (bowl)	tsʰ u m ⁵¹	?	?	mortar	tshum⁵¹  | 0627.30	Atsi [Zaiwa] TBL	1	CVcT	tsh u m ⁵¹
1928	Bola	! @nh36	3 1 0	323	the mortar (bowl)	595	tʃhɔ̃³¹tsham⁵⁵	the mortar (bowl)	tʃʰ ɔ̃ ³¹ + tsʰ a m ⁵⁵	?	?	mortar	tʃhɔ̃³¹ tsham⁵⁵  | 0627.32	Bola (Luxi) TBL	3 1	CVVTCVcT	tʃh ɔ̃ ∼ ³¹ ◦ tsh a m ⁵⁵
1929	Burmese_ZMYYC	! @nh36	0 1 0	323	the mortar (bowl)	595	chuṁ	the mortar (bowl)	ch u ṁ ²	?	chuṁ	mortar	hsuṁ²  | 436.39	Burmese (Written) ZMYYC	1	CVc	ch u ṁ
1930	Hpun	! @nh36	4 5 0	324	the mortar (bowl)	595	kăʃàŋ	the mortar (bowl)	k ă + ʃ à ŋ	?	?	mortar	kăʃàŋ  | L.271	Hpun (Northern) EJAH-Hpun	4 5	CVCVc	k ă ◦ ʃ à ŋ
1932	Lashi	! @nh36	0 1 0	323	the mortar (bowl)	595	tshɔm³³	the mortar (bowl)	tsʰ ɔ m ³³	?	?	mortar	tshɔm³³  | 0627.33	Leqi (Luxi) TBL	1	CVcT	tsh ɔ m ³³
1931	Maru	! @nh36	0 1 2	323	the mortar (bowl)	595	tshum³⁵thauŋ³¹	the mortar (bowl)	tsʰ u m ³⁵ + tʰ a u ŋ ³¹	?	?	mortar	tshum³⁵ thauŋ³¹  | 0627.31	Langsu (Luxi) TBL	1 2	CVcTCVcT	tsh u m ³⁵ ◦ th au ŋ ³¹
1933	Maru_B	! @nh36	0 1 2	323	the mortar (bowl)	595	tshum³¹thauŋ³¹	the mortar (bowl)	tsʰ u m ³¹ + tʰ a u ŋ ³¹	?	?	mortar	tshum³¹ thauŋ³¹  | 436.43	Maru [Langsu] ZMYYC	1 2	CVcTCVcT	tsh u m ³¹ ◦ th au ŋ ³¹
1926	Xiandao	! @nh36	4 0 6	324	the mortar (bowl)	595	kai⁵⁵thum⁵¹	the mortar (bowl)	k a i ⁵⁵ + tʰ u m ⁵¹	?	?	mortar	kai⁵⁵ thum⁵¹  | 0627.29	Achang (Xiandao) TBL	4 6	CVTCVcT	k ai ⁵⁵ ◦ th u m ⁵¹
#
1934	Achang_Lianghe	! @nh36	1 2 0 0	325	the mother	112	ɑ³¹ȵi³¹	the mother	ɑ ³¹ + ȵ i ³¹	?	?	mother	ɑ³¹ ȵi³¹  | 55.45	Achang (Lianghe) JZ-Achang	1 2	VTCVT	ɑ ³¹ ◦ ȵ i ³¹
1935	Achang_Longchuan	! @nh36	5 0 0 0	326	the mother	112	mauʔ⁵¹	the mother	m a u ʔ ⁵¹	?	?	mother	mauʔ⁵¹  | 0219.28	Achang (Longchuan) TBL	5	CVcT	m au ʔ ⁵¹
1936	Achang_Longchuan_B	1 @lingulist, ! @nh36	5 6 7 8	326	the mother	112	mouʔ⁵¹	the mother	m o u ʔ ⁵¹ + m e ³¹ + a ³¹ + tɕ a ʔ ³¹	?	?	mother	mouʔ⁵¹; me³¹; a³¹ tɕaʔ³¹  | 320.41	Achang (Longchuan) ZMYYC	5 6 7 8	CVcTCVTVTCVcT	m ou ʔ ⁵¹
1937	Achang_Luxi	! @nh36	0 2 0 0	325	the mother	112	miɛ³¹	the mother	m i ɛ ³¹	?	?	mother	miɛ³¹  | 324.11	Achang (Luxi) JZ-Achang	2	CVT	m iɛ ³¹
1939	Atsi	! @nh36	1 0 0 3	325	the mother	112	a⁵⁵nu²¹	the mother	a ⁵⁵ + n u ²¹	?	?	mother	a⁵⁵ nu²¹  | 0219.30	Atsi [Zaiwa] TBL	1 3	VTCVT	a ⁵⁵ ◦ n u ²¹
1940	Bola	! @nh36	1 0 0 3	325	the mother	112	a³¹nuŋ⁵⁵	the mother	a ³¹ + n u ŋ ⁵⁵	?	?	mother	a³¹ nuŋ⁵⁵  | 0219.32	Bola (Luxi) TBL	1 3	VTCVcT	a ³¹ ◦ n u ŋ ⁵⁵
1941	Burmese_ZMYYC	! @nh36	1 2 0 0	325	the mother	112	a me	the mother	ɑ ¹ + m e ²	?	a miy	mother	ɑ¹ me²  | 320.39	Burmese (Written) ZMYYC	1 2	V_CV	a ◦ m e
1942	Hpun	1 @lingulist, 0 @nh36	1 0 4 0	325	the mother	112	ăyìʼ	the mother	?	?	?	mother	ăyìʼ  | 24n78	Hpun (Northern) EJAH-Hpun	1 4	VCVc	ă ◦ y ì ʔ
1944	Lashi	! @nh36	1 2 0 0	325	the mother	112	a⁵⁵mji̱⁵³	the mother	a ⁵⁵ + m j i̱ ⁵³	?	?	mother	a⁵⁵ mji̱⁵³  | 0219.33	Leqi (Luxi) TBL	1 2	VTCCVT	a ⁵⁵ ◦ m j i̱ ⁵³
1943	Maru	! @nh36	1 2 0 0	325	the mother	112	a⁵⁵mji̱⁵⁵	the mother	a ⁵⁵ + m j i̱ ⁵⁵	?	?	mother	a⁵⁵ mji̱⁵⁵  | 0219.31	Langsu (Luxi) TBL	1 2	VTCCVT	a ⁵⁵ ◦ m j i̱ ⁵⁵
1945	Maru_B	! @nh36	1 2 0 0	325	the mother	112	a³¹mji̱⁵⁵	the mother	a ³¹ + m j i̱ ⁵⁵	?	?	mother	a³¹ mji̱⁵⁵  | 320.43	Maru [Langsu] ZMYYC	1 2	VTCCVT	a ³¹ ◦ m j i̱ ⁵⁵
1938	Xiandao	! @nh36	0 2 0 0	325	the mother	112	mɛ³¹	the mother	m ɛ ³¹	?	?	mother	mɛ³¹  | 0219.29	Achang (Xiandao) TBL	2	CVT	m ɛ ³¹
#
1957	Achang_Lianghe	! @nh36	6	328	the mountain	7	tʂɯŋ³¹	the mountain	tʂ ɯ ŋ ³¹	?	?	mountain	tʂɯŋ³¹  | 1638.29	Achang (Lianghe) JZ-Achang	6	CVcT	tʂ ɯ ŋ ³¹
1946	Achang_Longchuan	! @nh36	1 0 0	327	the mountain	7	pum⁵⁵	the mountain	p u m ⁵⁵	?	?	hill / mountain n	pum⁵⁵  | 0023.28	Achang (Longchuan) TBL	1	CVcT	p u m ⁵⁵
1958	Achang_Longchuan_B	! @nh36	1 0 0	327	the mountain	7	pum⁵⁵	the mountain	p u m ⁵⁵	?	?	mountain	pum⁵⁵  | 25.41	Achang (Longchuan) ZMYYC	1	CVcT	p u m ⁵⁵
1959	Achang_Luxi	! @nh36	6	328	the mountain	7	tsəŋ⁵¹	the mountain	ts ə ŋ ⁵¹	?	?	mountain	tsəŋ⁵¹  | 351.8	Achang (Luxi) JZ-Achang	6	CVcT	ts ə ŋ ⁵¹
1948	Atsi	! @nh36	1 0 0	327	the mountain	7	pum⁵¹	the mountain	p u m ⁵¹	?	?	hill / mountain n	pum⁵¹  | 0023.30	Atsi [Zaiwa] TBL	1	CVcT	p u m ⁵¹
1960	Atsi_B	! @nh36	1 0 0	327	the mountain	7	pum⁵¹	the mountain	p u m ⁵¹	?	?	mountain	pum⁵¹  | 25.42	Atsi [Zaiwa] ZMYYC	1	CVcT	p u m ⁵¹
1949	Bola	! @nh36	1 0 0	327	the mountain	7	pam⁵⁵	the mountain	p a m ⁵⁵	?	?	hill / mountain n	pam⁵⁵  | 0023.32	Bola (Luxi) TBL	1	CVcT	p a m ⁵⁵
1961	Burmese_ZMYYC	! @nh36	0 7	329	the mountain	7	toṅ	the mountain	t ɔ ŋ ²	?	to₂ṅ	mountain	tɔŋ²  | 25.39	Burmese (Written) ZMYYC	7	CVc	t o ṅ
1962	Hpun	! @nh36	8 7	329	the mountain	7	kătɔ́ŋ	the mountain	k ă + t ɔ́ ŋ	?	?	mountain	kătɔ́ŋ  | T.23	Hpun (Northern) EJAH-Hpun	8 7	CVCVc	k ă ◦ t ɔ́ ŋ
1951	Lashi	! @nh36	1 0 0	327	the mountain	7	pɔm³¹	the mountain	p ɔ m ³¹	?	?	hill / mountain n	pɔm³¹  | 0023.33	Leqi (Luxi) TBL	1	CVcT	p ɔ m ³¹
1950	Maru	! @nh36	1 0 0	327	the mountain	7	pam³¹	the mountain	p a m ³¹	?	?	hill / mountain n	pam³¹  | 0023.31	Langsu (Luxi) TBL	1	CVcT	p a m ³¹
1963	Maru_B	! @nh36	1 0 0	327	the mountain	7	pam³¹	the mountain	p a m ³¹	?	?	mountain	pam³¹  | 25.43	Maru [Langsu] ZMYYC	1	CVcT	p a m ³¹
1947	Xiandao	! @nh36	1 0 0	327	the mountain	7	pum⁵⁵	the mountain	p u m ⁵⁵	?	?	hill / mountain n	pum⁵⁵  | 0023.29	Achang (Xiandao) TBL	1	CVcT	p u m ⁵⁵
#
1952	Achang_Longchuan	! @nh36	1 2 0	327	the mountain side	7	pum⁵⁵ʐəŋ³¹	the mountain	p u m ⁵⁵ + ʐ ə ŋ ³¹	?	?	hillside / mountain slope n	pum⁵⁵ ʐəŋ³¹  | 0024.28	Achang (Longchuan) TBL	1 2	CVcTCVcT	p u m ⁵⁵ ◦ ʐ ə ŋ ³¹
1954	Atsi	! @nh36	0 0 5	327	the mountain side	7	khe⁵⁵	the mountain	kʰ e ⁵⁵	?	?	hillside / mountain slope n	khe⁵⁵  | 0024.30	Atsi [Zaiwa] TBL	5	CVT	kh e ⁵⁵
1955	Bola	! @nh36	0 4	330	the mountain side	7	pjaʔ³¹	the mountain	p j a ʔ ³¹	?	?	hillside / mountain slope n	pjaʔ³¹  | 0024.32	Bola (Luxi) TBL	4	CCVcT	p j a ʔ ³¹
1956	Maru	! @nh36	1 0 5	327	the mountain side	7	pam³¹kha⁵⁵	the mountain	p a m ³¹ + kʰ a ⁵⁵	?	?	hillside / mountain slope n	pam³¹ kha⁵⁵  | 0024.31	Langsu (Luxi) TBL	1 5	CVcTCVT	p a m ³¹ ◦ kh a ⁵⁵
1953	Xiandao	! @nh36	3 4	330	the mountain side	7	a³¹phʐa³⁵	the mountain	a ³¹ + pʰ ʐ a ³⁵	?	?	hillside / mountain slope n	a³¹ phʐa³⁵  | 0024.29	Achang (Xiandao) TBL	3 4	VTCCVT	a ³¹ ◦ ph ʐ a ³⁵
#
1964	Achang_Lianghe	! @nh36	1	331	the mouth	401	n̥ut⁵⁵	the mouth	n̥ u t ⁵⁵	?	?	mouth	n̥ut⁵⁵  | 109	Achang (Lianghe) JZ-Achang	1	CVcT	n̥ u t ⁵⁵
1966	Achang_Longchuan	! @nh36	1	331	the mouth	401	ȵ̥ot⁵³	the mouth	ȵ̥ o t ⁵³	?	?	mouth	ȵ̥ot⁵³  | 0084.28	Achang (Longchuan) TBL	1	CVcT	ȵ̥ o t ⁵³
1965	Achang_Longchuan_C	! @nh36	1	331	the mouth	401	ȵ̥ot⁵⁵	the mouth	ȵ̥ o t ⁵⁵	?	?	mouth	ȵ̥ot⁵⁵  | 1752.28	Achang (Longchuan) JZ-Achang	1	CVcT	ȵ̥ o t ⁵⁵
1967	Achang_Luxi	! @nh36	1	331	the mouth	401	nut⁵⁵	the mouth	n u t ⁵⁵	?	?	mouth	nut⁵⁵  | 1593.29	Achang (Luxi) JZ-Achang	1	CVcT	n u t ⁵⁵
1976	Atsi_B	! @nh36	4 5	333	the mouth	401	tʃa⁵¹ku̱ŋ²¹	the mouth	tʃ a ⁵¹ + k u̱ ŋ ²¹	?	?	mouth organ	tʃa⁵¹ ku̱ŋ²¹  | 507.42	Atsi [Zaiwa] ZMYYC	4 5	CVTCVcT	tʃ a ⁵¹ ◦ k u̱ ŋ ²¹
1969	Atsi_C	! @nh36	1	331	the mouth	401	nu̱t⁵⁵	the mouth	n u̱ t ⁵⁵	?	?	mouth	nu̱t⁵⁵  | 0086.30	Atsi [Zaiwa] JZ-Zaiwa	1	CVcT	n u̱ t ⁵⁵
1970	Bola	! @nh36	1	331	the mouth	401	nɔ̱t⁵⁵	the mouth	n ɔ̱ t ⁵⁵	?	?	mouth	nɔ̱t⁵⁵  | 0084.32	Bola (Luxi) TBL	1	CVcT	n ɔ̱ t ⁵⁵
1971	Burmese_ZMYYC	? @nh36	2 3	334	the mouth	401	pāḥ cap	the mouth	p ɑ ³ + s ɑ p	?	pāḥ cap	mouth	pɑ³sɑp  | 242.39	Burmese (Written) ZMYYC	2 3	CVT_CVc	p ā ḥ ◦ c a p
1972	Hpun	1 @lingulist, 0 @nh36	6 0 7	332	the mouth	401	lɛ̀ʔsà	the mouth	l ɛ̀ + ʔ s à	?	?	mouth	lɛ̀ʔsà, nɛ̀sàʔ  | 179(a)	Hpun (Northern) EJAH-Hpun	6 7	CVCV	l ɛ̀ ʔ ◦ s à
1973	Hpun	! @nh36	0 8 7	332	the mouth	401	nɛ̀sàʔ	the mouth	n ɛ̀ + s à ʔ	?	?	mouth	lɛ̀ʔsà, nɛ̀sàʔ  | 179(a)	Hpun (Northern) EJAH-Hpun	8 7	CVCVc	n ɛ̀ ◦ s à ʔ
1978	Hpun	! @nh36	6 0 7	332	the mouth	401	lɛ̀sà	the mouth	l ɛ̀ + s à	?	?	snout / mouth	lɛ̀sà, lɛ̀əsà, nɛ̀sàʔ  | 23	Hpun (Northern) EJAH-Hpun	6 7	CVCV	l ɛ̀ ◦ s à
1979	Hpun	! @nh36	6 0 7	332	the mouth	401	lɛ̀əsà	the mouth	l ɛ̀ ə + s à	?	?	snout / mouth	lɛ̀sà, lɛ̀əsà, nɛ̀sàʔ  | 23	Hpun (Northern) EJAH-Hpun	6 7	CVCV	l ɛ̀ə ◦ s à
1980	Hpun	! @nh36	0 8 7	332	the mouth	401	nɛ̀sàʔ	the mouth	n ɛ̀ + s à ʔ	?	?	snout / mouth	lɛ̀sà, lɛ̀əsà, nɛ̀sàʔ  | 23	Hpun (Northern) EJAH-Hpun	8 7	CVCVc	n ɛ̀ ◦ s à ʔ
1975	Lashi_B	! @nh36	1	331	the mouth	401	nua̱t⁵⁵	the mouth	n u a̱ t ⁵⁵	?	?	mouth	nua̱t⁵⁵  | 3.7	Lashi DQ-Lashi	1	CVcT	n ua̱ t ⁵⁵
1974	Maru	! @nh36	1	331	the mouth	401	na̱t⁵⁵	the mouth	n a̱ t ⁵⁵	?	?	mouth	na̱t⁵⁵  | 0084.31	Langsu (Luxi) TBL	1	CVcT	n a̱ t ⁵⁵
1977	Maru_B	! @nh36	4 5	333	the mouth	401	tʃɔ̃³¹ka̱uŋ³⁵	the mouth	tʃ ɔ̃ ³¹ + k a̱ u ŋ ³⁵	?	?	mouth organ	tʃɔ̃³¹ ka̱uŋ³⁵  | 507.43	Maru [Langsu] ZMYYC	4 5	CVVTCVcT	tʃ ɔ̃ ∼ ³¹ ◦ k a̱u ŋ ³⁵
1968	Xiandao_B	! @nh36	1	331	the mouth	401	n̥ut⁵⁵	the mouth	n̥ u t ⁵⁵	?	?	mouth	n̥ut⁵⁵  | 107	Achang (Xiandao) DQ-Xiandao	1	CVcT	n̥ u t ⁵⁵
#
1981	Achang_Lianghe	! @nh36	0 1 0	335	the mushroom	864	mɑu⁵⁵	the mushroom	m ɑ u ⁵⁵	?	?	mushroom	mɑu⁵⁵  | 0969.03	Achang (Lianghe) JZ-Achang	1	CVT	m ɑu ⁵⁵
1982	Achang_Longchuan	! @nh36	0 1 0	335	the mushroom	864	mau⁵⁵	the mushroom	m a u ⁵⁵	?	?	mushroom	mau⁵⁵  | 0437.28	Achang (Longchuan) TBL	1	CVT	m au ⁵⁵
1983	Achang_Luxi	! @nh36	0 1 0	335	the mushroom	864	mau³¹	the mushroom	m a u ³¹	?	?	mushroom	mau³¹  | 1669.29	Achang (Luxi) JZ-Achang	1	CVT	m au ³¹
1984	Atsi	! @nh36	0 1 2	335	the mushroom	864	mau⁵¹lu⁵¹	the mushroom	m a u ⁵¹ + l u ⁵¹	?	?	mushroom	mau⁵¹ lu⁵¹  | 0437.30	Atsi [Zaiwa] TBL	1 2	CVTCVT	m au ⁵¹ ◦ l u ⁵¹
1985	Atsi_B	! @nh36	0 1 0	335	the mushroom	864	mau⁵¹	the mushroom	m a u ⁵¹	?	?	mushroom	mau⁵¹  | 219.42	Atsi [Zaiwa] ZMYYC	1	CVT	m au ⁵¹
1986	Bola	! @nh36	0 1 0	335	the mushroom	864	mau⁵⁵	the mushroom	m a u ⁵⁵	?	?	mushroom	mau⁵⁵  | 0437.32	Bola (Luxi) TBL	1	CVT	m au ⁵⁵
1987	Burmese_ZMYYC	! @nh36	0 1 0	335	the mushroom	864	mhui	the mushroom	h m o ²	0	mhuiw	mushroom	hmo²  | 219.39	Burmese (Written) ZMYYC	1	CV	mh ui
1988	Hpun	! @nh36	3 1 0	335	the mushroom	864	tàmú	the mushroom	t à + m ú	?	?	mushroom	tàmú  | 170	Hpun (Northern) EJAH-Hpun	3 1	CVCV	t à ◦ m ú
1990	Lashi	! @nh36	0 1 2	335	the mushroom	864	mou³¹lu³¹	the mushroom	m o u ³¹ + l u ³¹	?	?	mushroom	mou³¹ lu³¹  | 0437.33	Leqi (Luxi) TBL	1 2	CVTCVT	m ou ³¹ ◦ l u ³¹
1989	Maru	! @nh36	0 1 0	335	the mushroom	864	muk³¹	the mushroom	m u k ³¹	?	?	mushroom	muk³¹  | 0437.31	Langsu (Luxi) TBL	1	CVcT	m u k ³¹
#
1991	Achang_Lianghe	! @nh36	0 5 6 0 0 0	336	the nail	970	ʂɑŋ⁵⁵khɯʔ⁵⁵	the nail	ʂ ɑ ŋ ⁵⁵ + kʰ ɯ ʔ ⁵⁵	?	?	nail	ʂɑŋ⁵⁵ khɯʔ⁵⁵  | 305.8	Achang (Lianghe) JZ-Achang	5 6	CVcTCVcT	ʂ ɑ ŋ ⁵⁵ ◦ kh ɯ ʔ ⁵⁵
2006	Achang_Longchuan	! @nh36	1 5 0 0 0 0	336	the nail	970	lɔʔ⁵⁵ʂəŋ³¹	the nail	l ɔ ʔ ⁵⁵ + ʂ ə ŋ ³¹	?	?	nail nbp	lɔʔ⁵⁵ ʂəŋ³¹  | 0113.28	Achang (Longchuan) TBL	1 5	CVcTCVcT	l ɔ ʔ ⁵⁵ ◦ ʂ ə ŋ ³¹
1992	Achang_Luxi	! @nh36	0 0 0 2 3 0	336	the nail	970	tin⁵⁵tsɿ⁵⁵	the nail	t i n ⁵⁵ + ts ɿ ⁵⁵	?	?	nail	tin⁵⁵ tsɿ⁵⁵  | 0580.29	Achang (Luxi) JZ-Achang	2 3	CVcTCVT	t i n ⁵⁵ ◦ ts ɿ ⁵⁵
2008	Atsi	! @nh36	1 5 0 0 0 0	336	the nail	970	loʔ²¹siŋ²¹	the nail	l o ʔ ²¹ + s i ŋ ²¹	?	?	nail nbp	loʔ²¹ siŋ²¹  | 0113.30	Atsi [Zaiwa] TBL	1 5	CVcTCVcT	l o ʔ ²¹ ◦ s i ŋ ²¹
1993	Atsi_C	! @nh36	1 5 0 0 0 0	336	the nail	970	loʔ²¹siŋ²¹	the nail	l o ʔ ²¹ + s i ŋ ²¹	?	?	nail	loʔ²¹ siŋ²¹  | U.33	Atsi [Zaiwa] JZ-Zaiwa	1 5	CVcTCVcT	l o ʔ ²¹ ◦ s i ŋ ²¹
2009	Bola	! @nh36	1 5 0 0 0 0	336	the nail	970	laʔ³¹saŋ³⁵	the nail	l a ʔ ³¹ + s a ŋ ³⁵	?	?	nail nbp	laʔ³¹ saŋ³⁵  | 0113.32	Bola (Luxi) TBL	1 5	CVcTCVcT	l a ʔ ³¹ ◦ s a ŋ ³⁵
2011	Lashi	! @nh36	1 5 0 0 0 0	336	the nail	970	lɔʔ³¹sə̱ŋ⁵⁵	the nail	l ɔ ʔ ³¹ + s ə̱ ŋ ⁵⁵	?	?	nail nbp	lɔʔ³¹ sə̱ŋ⁵⁵  | 0113.33	Leqi (Luxi) TBL	1 5	CVcTCVcT	l ɔ ʔ ³¹ ◦ s ə̱ ŋ ⁵⁵
1994	Lashi_B	! @nh36	1 5 0 0 0 0	336	the nail	970	lɔʔ³¹sə̱ŋ³³	the nail	l ɔ ʔ ³¹ + s ə̱ ŋ ³³	?	?	nail	lɔʔ³¹ sə̱ŋ³³  | 7.4	Lashi DQ-Lashi	1 5	CVcTCVcT	l ɔ ʔ ³¹ ◦ s ə̱ ŋ ³³
2010	Maru	! @nh36	1 5 0 0 0 0	336	the nail	970	lɔʔ³¹saŋ³⁵	the nail	l ɔ ʔ ³¹ + s a ŋ ³⁵	?	?	nail nbp	lɔʔ³¹ saŋ³⁵  | 0113.31	Langsu (Luxi) TBL	1 5	CVcTCVcT	l ɔ ʔ ³¹ ◦ s a ŋ ³⁵
1995	Maru_C	! @nh36	1 5 0 0 0 0	336	the nail	970	lɔʔ³¹saŋ³⁵	the nail	l ɔ ʔ ³¹ + s a ŋ ³⁵	?	?	nail	lɔʔ³¹ saŋ³⁵  | 7.4	Maru [Langsu] DQ-Langsu	1 5	CVcTCVcT	l ɔ ʔ ³¹ ◦ s a ŋ ³⁵
2007	Xiandao	! @nh36	1 5 0 0 0 0	336	the nail	970	lɔʔ⁵⁵ʂɯŋ³¹	the nail	l ɔ ʔ ⁵⁵ + ʂ ɯ ŋ ³¹	?	?	nail nbp	lɔʔ⁵⁵ ʂɯŋ³¹  | 0113.29	Achang (Xiandao) TBL	1 5	CVcTCVcT	l ɔ ʔ ⁵⁵ ◦ ʂ ɯ ŋ ³¹
#
