ID	DOCULECT	CONCEPT	DOCULECT_IS	CONCEPT_NUMBER_IS	VALUE_IS	VALUE	NOTES	NOTES_MM	COGID	SEGMENTS
1717	Atsi	tender, soft-1	Atsi	379	ănū	ănū		cf. tender-2	377	ă + n ū
1718	Proto-Burmish	tender, soft-1	PB	379	nu³	nu³		cf. tender-2	377	n u ³
1719	Rangoon	tender, soft-1	Spoken Burmese	379	nù	nù		cf. tender-2	377	n ù
1720	Lisu	tender-2	Lisu	380	nù	nù		cf. tender-1	378	n ù
1721	Proto-Lolo	tender-2	PL	380	nu²	nu²		cf. tender-1	378	n u ²
1722	Akha	thick	Akha	381	tú	tú			379	t ú
1723	Atsi	thick	Atsi	381	thû	thû			379	t h û
1724	Lisu	thick	Lisu	381	thū	thū			379	t h ū
1725	Maru	thick	Maru	381	thàu	thàu			379	t h à u
1726	Proto-Burmish	thick	PB	381	thu¹ᵃ	thu¹ᵃ			379	t h u ¹ᵃ
1727	Proto-Lolo	thick	PL	381	thu¹	thu¹			379	t h u ¹
1728	Proto-Lolo-Burmese	thick	PLB	381	thu¹ᵃ	thu¹ᵃ			379	t h u ¹ᵃ
1729	Rangoon	thick	Spoken Burmese	381	thú	thú			379	t h ú
1730	Akha	thin	Akha	382	bà	bà	PB: B		380	b à
1731	Lisu	thin	Lisu	382	bà	bà	PB: B		380	b à
1732	Maru	thin	Maru	382	pʔō	pʔō	PB: B		380	p ʔ ō
1733	Proto-Burmish	thin	PB	382	pa²	pa²	PB: B		380	p a ²
1734	Proto-Lolo	thin	PL	382	ba²	ba²	PB: B		380	b a ²
1735	Proto-Lolo-Burmese	thin	PLB	382	pa²	pa²	PB: B		380	p a ²
1736	Rangoon	thin	Spoken Burmese	382	pâ	pâ	PB: B		380	p â
1737	Atsi	think	Atsi	383	tháŋ	tháŋ			381	t h á ŋ
1738	Proto-Burmish	think	PB	383	thaŋ¹ᵇ	thaŋ¹ᵇ			381	t h a ŋ ¹ᵇ
1739	Rangoon	think	Spoken Burmese	383	thín	thín			381	t h í n
1740	Maru	this	Maru	384	chè	chè	PB: Ma; PL: La		382	c h è
1741	Proto-Burmish	this	PB	384	che¹	che¹	PB: Ma; PL: La		382	c h e ¹
1742	Proto-Lolo	this	PL	384	che¹	che¹	PB: Ma; PL: La		382	c h e ¹
1743	Proto-Lolo-Burmese	this	PLB	384	che¹	che¹	PB: Ma; PL: La		382	c h e ¹
1744	Atsi	thorn-1	Atsi	385	tsù	tsù			383	t s ù
1745	Maru	thorn-1	Maru	385	tsàu	tsàu			383	t s à u
1746	Proto-Burmish	thorn-1	PB	385	tsu²ᶜ	tsu²ᶜ			383	t s u ²ᶜ
1747	Rangoon	thorn-1	Spoken Burmese	385	sû	sû			383	s û
1748	Lisu	thorn-2	Lisu	386	tshù	tshù			384	t s + h ù
1749	Proto-Lolo	thorn-2	PL	386	tshu²	tshu²			384	t s + h u ²
1750	Akha	thou	Akha	387	nɔ́	nɔ́	Lisu: F		385	n ɔ́
1751	Atsi	thou	Atsi	387	nâŋ	nâŋ	Lisu: F		385	n â ŋ
1752	Lisu	thou	Lisu	387	nū	nū	Lisu: F		385	n ū
1753	Maru	thou	Maru	387	nà	nà	Lisu: F		385	n à
1754	Proto-Burmish	thou	PB	387	naŋ¹ᵃ	naŋ¹ᵃ	Lisu: F		385	n a ŋ ¹ᵃ
1755	Proto-Lolo	thou	PL	387	nɔ¹	nɔ¹	Lisu: F		385	n ɔ ¹
1756	Proto-Lolo-Burmese	thou	PLB	387	naŋ¹ᵃ	naŋ¹ᵃ	Lisu: F		385	n a ŋ ¹ᵃ
1757	Rangoon	thou	Spoken Burmese	387	nín	nín	Lisu: F		385	n í n
1758	Akha	three	Akha	388	sm̀	sm̀	PL: Ak		386	s m̀
1759	Atsi	three	Atsi	388	súm	súm	PL: Ak		386	s ú m
1760	Maru	three	Maru	388	sàm	sàm	PL: Ak		386	s à m
1761	Proto-Burmish	three	PB	388	sum²ᶜ	sum²ᶜ	PL: Ak		386	s u m ²ᶜ
1762	Proto-Lolo	three	PL	388	sum²	sum²	PL: Ak		386	s u m ²
1763	Proto-Lolo-Burmese	three	PLB	388	sum²ᶜ	sum²ᶜ	PL: Ak		386	s u m ²ᶜ
1764	Rangoon	three	Spoken Burmese	388	θôun	θôun	PL: Ak		386	θ ô u n
1765	Atsi	throat	Atsi	389	khyùŋ	khyùŋ			387	k h y ù ŋ
1766	Maru	throat	Maru	389	khyōŋ	khyōŋ			387	k h y ō ŋ
1767	Proto-Burmish	throat	PB	389	khyoŋ²	khyoŋ²			387	k h yo ŋ ²
1768	Rangoon	throat	Spoken Burmese	389	châun	châun			387	c h â u n
1769	Akha	tiger	Akha	390	là	là	PLB, PB: C; Lisu: T		388	l à
1770	Atsi	tiger	Atsi	390	lò	lò	PLB, PB: C; Lisu: T		388	l ò
1771	Lisu	tiger	Lisu	390	laʔmâ	laʔmâ	PLB, PB: C; Lisu: T		388	l a + ʔ m â
1772	Proto-Burmish	tiger	PB	390	kla²	kla²	PLB, PB: C; Lisu: T		388	k l a ²
1773	Proto-Lolo	tiger	PL	390	la²	la²	PLB, PB: C; Lisu: T		388	l a ²
1774	Proto-Lolo-Burmese	tiger	PLB	390	kla²	kla²	PLB, PB: C; Lisu: T		388	k l a ²
1775	Rangoon	tiger	Spoken Burmese	390	câ	câ	PLB, PB: C; Lisu: T		388	c â
1776	Akha	tongue	Akha	391	mɛ̀lá	mɛ̀lá	PLB, PB: C		389	m ɛ̀ + l á
1777	Atsi	tongue	Atsi	391	šó	šó	PLB, PB: C		389	š ó
1778	Lisu	tongue	Lisu	391	lāchø̄	lāchø̄	PLB, PB: C		389	l ā + c h ø̄
1779	Maru	tongue	Maru	391	šò	šò	PLB, PB: C		389	š ò
1780	Proto-Burmish	tongue	PB	391	sla¹ᵇ	sla¹ᵇ	PLB, PB: C		389	s l a ¹ᵇ
1781	Proto-Lolo	tongue	PL	391	la¹	la¹	PLB, PB: C		389	l a ¹
1782	Proto-Lolo-Burmese	tongue	PLB	391	sla¹ᵇ	sla¹ᵇ	PLB, PB: C		389	s l a ¹ᵇ
1783	Rangoon	tongue	Spoken Burmese	391	šá	šá	PLB, PB: C		389	š á
1784	Atsi	tooth	Atsi	392	tsûi	tsûi			390	t s û i
1785	Maru	tooth	Maru	392	tsòi	tsòi			390	t s ò i
1786	Proto-Burmish	tooth	PB	392	tswe¹ᵃ	tswe¹ᵃ			390	t s w e ¹ᵃ
1787	Rangoon	tooth	Spoken Burmese	392	swé	swé			390	s w é
1788	Akha	touch	Akha	393	tø̀	tø̀			391	t ø̀
1789	Proto-Lolo	touch	PL	393	tho²	tho²			391	t h o ²
1790	Akha	tread upon	Akha	394	nɔ̀	nɔ̀	PL: Ak		392	n ɔ̀
1791	Atsi	tread upon	Atsi	394	náŋ	náŋ	PL: Ak		392	n á ŋ
1792	Proto-Burmish	tread upon	PB	394	naŋ²	naŋ²	PL: Ak		392	n a ŋ ²
1793	Proto-Lolo	tread upon	PL	394	nɔ²	nɔ²	PL: Ak		392	n ɔ ²
1794	Proto-Lolo-Burmese	tread upon	PLB	394	naŋ²	naŋ²	PL: Ak		392	n a ŋ ²
1795	Rangoon	tread upon	Spoken Burmese	394	nîn	nîn	PL: Ak		392	n î n
1796	Atsi	tree-1	Atsi	395	sikhâm	sikhâm			393	s i + k h â m
1797	Maru	tree-1	Maru	395	sáktsàŋ	sáktsàŋ			393	s á k + t s à ŋ
1798	Proto-Burmish	tree-1	PB	395	sik	sik			393	s i k
1799	Rangoon	tree-1	Spoken Burmese	395	θiʔ	θiʔ			393	θ i ʔ
1800	Akha	tree-2	Akha	396	ábɔ́	ábɔ́	PB: Bu; PL: Ak		394	á + b ɔ́
1801	Proto-Burmish	tree-2	PB	396	paŋ¹	paŋ¹	PB: Bu; PL: Ak		394	p a ŋ ¹
1802	Proto-Lolo	tree-2	PL	396	bɔ¹	bɔ¹	PB: Bu; PL: Ak		394	b ɔ ¹
1803	Proto-Lolo-Burmese	tree-2	PLB	396	paŋ¹	paŋ¹	PB: Bu; PL: Ak		394	p a ŋ ¹
1804	Rangoon	tree-2	Spoken Burmese	396	pín	pín	PB: Bu; PL: Ak		394	p í n
1805	Lisu	tree-3	Lisu	397	sǐ	sǐ			395	s ǐ
1806	Proto-Lolo	tree-3	PL	397	suʔ²	suʔ²			395	s u ʔ ²
1807	Atsi	turban (cf. head)	Atsi	398	ùthup	ùthup	Burmese: FT		396	ù + t h u p
1808	Maru	turban (cf. head)	Maru	398	āutháp	āutháp	Burmese: FT		396	ā u + t h á p
1809	Proto-Burmish	turban (cf. head)	PB	398	thup	thup	Burmese: FT		396	t h u p
1810	Rangoon	turban (cf. head)	Spoken Burmese	398	thôun	thôun	Burmese: FT		396	t h ô u n
1811	Akha	two	Akha	399	nyì	nyì			397	n y ì
1812	Lisu	two	Lisu	399	nyì	nyì			397	n y ì
1813	Proto-Lolo	two	PL	399	nyi²	nyi²			397	n yi ²
1814	Atsi	undress	Atsi	400	khyut	khyut			398	k h yu t
1815	Maru	undress	Maru	400	khyátkhyó	khyátkhyó			398	k h yá t + k h y ó
1816	Proto-Burmish	undress	PB	400	khyut	khyut			398	k h yu t
1817	Rangoon	undress	Spoken Burmese	400	chuʔ	chuʔ			398	c h u ʔ
1818	Akha	untie	Akha	401	pí̸	pí̸	Maru: Y		399	p í̸
1819	Atsi	untie	Atsi	401	phyî	phyî	Maru: Y		399	p h y î
1820	Lisu	untie	Lisu	401	phə̄	phə̄	Maru: Y		399	p h ə̄
1821	Maru	untie	Maru	401	phùm	phùm	Maru: Y		399	p h ù m
1822	Proto-Burmish	untie	PB	401	phyei¹ᵃ	phyei¹ᵃ	Maru: Y		399	p h yei ¹ᵃ
1823	Proto-Lolo	untie	PL	401	phə¹	phə¹	Maru: Y		399	p h ə ¹
1824	Proto-Lolo-Burmese	untie	PLB	401	phyə¹ᵃ	phyə¹ᵃ	Maru: Y		399	p h yə ¹ᵃ
1825	Rangoon	untie	Spoken Burmese	401	phyéi	phyéi	Maru: Y		399	p h y é i
1826	Atsi	voice	Atsi	402	khyùŋ	khyùŋ	PB: At; PL: La		400	k h y ù ŋ
1827	Proto-Burmish	voice	PB	402	khyoŋ²	khyoŋ²	PB: At; PL: La		400	k h yo ŋ ²
1828	Proto-Lolo	voice	PL	402	k̯hoŋ²	k̯hoŋ²	PB: At; PL: La		400	k̯ h o ŋ ²
1829	Proto-Lolo-Burmese	voice	PLB	402	khyoŋ²	khyoŋ²	PB: At; PL: La		400	k h yo ŋ ²
1830	Atsi	vomit	Atsi	403	phat	phat	PB: At; PL: La; Lisu: IT		401	p h a t
1831	Lisu	vomit	Lisu	403	peʔ	peʔ	PB: At; PL: La; Lisu: IT		401	p e ʔ
1832	Proto-Burmish	vomit	PB	403	phat	phat	PB: At; PL: La; Lisu: IT		401	p h a t
1833	Proto-Lolo	vomit	PL	403	pheʔ²	pheʔ²	PB: At; PL: La; Lisu: IT		401	p h e ʔ ²
1834	Proto-Lolo-Burmese	vomit	PLB	403	phat²	phat²	PB: At; PL: La; Lisu: IT		401	p h a t ²
1835	Atsi	vulva	Atsi	404	cuʔ	cuʔ	PB: C		402	c u ʔ
1836	Maru	vulva	Maru	404	còk	còk	PB: C		402	c ò k
1837	Proto-Burmish	vulva	PB	404	tlok	tlok	PB: C		402	t l o k
1838	Rangoon	vulva	Spoken Burmese	404	sauʔ	sauʔ	PB: C		402	s au ʔ
1839	Akha	waist	Akha	405	jòʔ	jòʔ			403	j ò ʔ
1840	Proto-Lolo	waist	PL	405	joʔ¹	joʔ¹			403	j o ʔ ¹
1841	Atsi	walk	Atsi	406	só	só			404	s ó
1842	Maru	walk	Maru	406	sū	sū			404	s ū
1843	Proto-Burmish	walk	PB	406	swa²	swa²			404	s w a ²
1844	Maru	wall	Maru	407	khìnγìn	khìnγìn	BSB: 'surround'		405	k h ì n + γ ì n
1845	Proto-Burmish	wall	PB	407	γam¹ᵃ	γam¹ᵃ	BSB: 'surround'		405	 + γ a m ¹ᵃ
1846	Rangoon	wall	Spoken Burmese	407	yán	yán	BSB: 'surround'		405	yá n
1847	Atsi	wash	Atsi	408	chí	chí	PB: C		406	c h í
1848	Maru	wash	Maru	408	chít	chít	PB: C		406	c h í t
1849	Proto-Burmish	wash	PB	408	thlei²	thlei²	PB: C		406	t h l ei ²
1850	Rangoon	wash	Spoken Burmese	408	shêi	shêi	PB: C		406	s h ê i
1851	Atsi	water	Atsi	409	vûi	vûi			407	v û i
1852	Maru	water	Maru	409	γit	γit			407	 + γ i t
1853	Proto-Burmish	water	PB	409	γei¹ᵃ	γei¹ᵃ			407	 + γ ei ¹ᵃ
1854	Rangoon	water	Spoken Burmese	409	yéi	yéi			407	y é i
1855	Atsi	wear	Atsi	410	vut	vut	PB: At; BSB: F; PL: Lahu		408	v u t
1856	Proto-Burmish	wear	PB	410	wut	wut	PB: At; BSB: F; PL: Lahu		408	w u t
1857	Proto-Lolo	wear	PL	410	wut¹	wut¹	PB: At; BSB: F; PL: Lahu		408	w u t ¹
1858	Proto-Lolo-Burmese	wear	PLB	410	wut¹	wut¹	PB: At; BSB: F; PL: Lahu		408	w u t ¹
1859	Rangoon	wear	Spoken Burmese	410	wuʔ	wuʔ	PB: At; BSB: F; PL: Lahu		408	w u ʔ
1860	Lisu	weave	Lisu	411	chù̸	chù̸			409	c h ù̸
1861	Proto-Lolo	weave	PL	411	chi²	chi²			409	c h i ²
1890	Atsi	white	Atsi	419	phyû	phyû			417	p h y û
1891	Lisu	white	Lisu	419	phū	phū			417	p h ū
1892	Maru	white	Maru	419	ăphyù	ăphyù			417	ă + p h y ù
1893	Proto-Burmish	white	PB	419	phyu¹ᵃ	phyu¹ᵃ			417	p h yu ¹ᵃ
1894	Proto-Lolo	white	PL	419	phu¹	phu¹			417	p h u ¹
1895	Proto-Lolo-Burmese	white	PLB	419	phyu¹ᵃ	phyu¹ᵃ			417	p h yu ¹ᵃ
1896	Rangoon	white	Spoken Burmese	419	phyú	phyú			417	p h yú
1897	Atsi	widower	Atsi	420	chúpháu	chúpháu			418	c h ú + p h áu
1898	Maru	widower	Maru	420	chúkphùk	chúkphùk			418	c h ú k + p h ù k
1899	Proto-Burmish	widower	PB	420	pho¹ᵇ	pho¹ᵇ			418	p h o ¹ᵇ
1900	Rangoon	widower	Spoken Burmese	420	mouʔshôuphóu	mouʔshôuphóu			418	m ou + ʔ s + h ô u + p h ó u
1901	Atsi	wife	Atsi	421	myì	myì			419	m y ì
1902	Maru	wife	Maru	421	mī	mī			419	m ī
1903	Proto-Burmish	wife	PB	421	mi²	mi²			419	m i ²
1904	Lisu	wife's sibling	Lisu	422	řɔ̀phà	řɔ̀phà			420	ř ɔ̀ + p h à
1905	Proto-Lolo	wife's sibling	PL	422	pha²	pha²			420	p h a ²
1906	Atsi	wind - air	Atsi	423	lâi	lâi			421	l â i
1907	Maru	wind - air	Maru	423	làhúk	làhúk			421	l à + h ú k
1908	Proto-Burmish	wind - air	PB	423	lei¹ᵃ	lei¹ᵃ			421	l ei ¹ᵃ
1909	Rangoon	wind - air	Spoken Burmese	423	léi	léi			421	l é i
1910	Akha	wing	Akha	424	àdɔ́n	àdɔ́n			422	à + d ɔ́ n
1911	Atsi	wing	Atsi	424	tûŋ	tûŋ			422	t û ŋ
1912	Lisu	wing	Lisu	424	dūlæʔ	dūlæʔ			422	d ū + l æ ʔ
1913	Maru	wing	Maru	424	tòŋ	tòŋ			422	t ò ŋ
1914	Proto-Burmish	wing	PB	424	toŋ¹ᵃ	toŋ¹ᵃ			422	t o ŋ ¹ᵃ
1915	Proto-Lolo	wing	PL	424	doŋ¹	doŋ¹			422	d o ŋ ¹
1916	Proto-Lolo-Burmese	wing	PLB	424	toŋ¹ᵃ	toŋ¹ᵃ			422	t o ŋ ¹ᵃ
1917	Rangoon	wing	Spoken Burmese	424	ătáun	ătáun			422	ă + t áu n
1862	Atsi	wipe	Atsi	412	sut	sut			410	s u t
1863	Proto-Burmish	wipe	PB	412	sut	sut			410	s u t
1864	Rangoon	wipe	Spoken Burmese	412	θouʔ	θouʔ			410	θ ou ʔ
1865	Akha	woman	Akha	413	zàmìzà	zàmìzà	PL: cf. 'child'		411	z à + m ì + z à
1866	Atsi	woman	Atsi	413	myìvè	myìvè	PL: cf. 'child'		411	m y ì + v è
1867	Lisu	woman	Lisu	413	řàmə̀řà	řàmə̀řà	PL: cf. 'child'		411	ř à + m ə̀ + ř à
1868	Maru	woman	Maru	413	myìγē	myìγē	PL: cf. 'child'		411	m y ì + γ ē
1869	Proto-Burmish	woman	PB	413	myi²ᶜγe²	myi²ᶜγe²	PL: cf. 'child'		411	m yi ²ᶜ + γ e ²
1870	Proto-Lolo	woman	PL	413	ya²mi²	ya²mi²	PL: cf. 'child'		411	ya ² + m i ²
1871	Proto-Lolo-Burmese	woman	PLB	413	myi²ᶜ	myi²ᶜ	PL: cf. 'child'		411	m yi ²ᶜ
1872	Akha	word	Akha	414	tìdɔ̀	tìdɔ̀	PB: Ma; PL: Akha		412	t ì + d ɔ̀
1873	Maru	word	Maru	414	tā	tā	PB: Ma; PL: Akha		412	t ā
1874	Proto-Burmish	word	PB	414	taŋ²	taŋ²	PB: Ma; PL: Akha		412	t a ŋ ²
1875	Proto-Lolo	word	PL	414	dɔ²	dɔ²	PB: Ma; PL: Akha		412	d ɔ ²
1876	Proto-Lolo-Burmese	word	PLB	414	taŋ²	taŋ²	PB: Ma; PL: Akha		412	t a ŋ ²
1877	Akha	worm	Akha	415	búdé	búdé			413	b ú + d é
1878	Lisu	worm	Lisu	415	ŋwánábìdi	ŋwánábìdi			413	ŋ w á + n á + b ì + d i
1879	Proto-Lolo	worm	PL	415	de¹	de¹			413	d e ¹
1880	Atsi	yam	Atsi	416	mʔyuʔ	mʔyuʔ	BSB: A		414	m ʔ yu ʔ
1881	Maru	yam	Maru	416	mʔyok	mʔyok	BSB: A		414	m ʔ yo k
1882	Proto-Burmish	yam	PB	416	mʔyok	mʔyok	BSB: A		414	m ʔ yo k
1883	Rangoon	yam	Spoken Burmese	416	myauʔ	myauʔ	BSB: A		414	m yau ʔ
1884	Atsi	year	Atsi	417	tsân	tsân			415	t s â n
1885	Maru	year	Maru	417	tsìn	tsìn			415	t s ì n
1886	Proto-Burmish	year	PB	417	tsan¹ᵃ	tsan¹ᵃ			415	t s a n ¹ᵃ
1887	Akha	year (classifier)	Akha	418	xɔ̀ʔ	xɔ̀ʔ			416	x ɔ̀ ʔ
1888	Lisu	year (classifier)	Lisu	418	khoʔ	khoʔ			416	k h o ʔ
1889	Proto-Lolo	year (classifier)	PL	418	ḳhoʔ¹	ḳhoʔ¹			416	ḳ h o ʔ ¹
